Function/Set/Set size/Run number/Time
CreateTree/09/100/3/1
CreateTree/09/100/4/1
CreateTree/09/100/5/1
CreateTree/09/100/6/3
CreateTree/09/100/7/1
CreateTree/09/100/8/1
CreateTree/09/100/9/1
CreateTree/09/100/10/1
CreateTree/10/100/1/1
CreateTree/10/100/2/1
CreateTree/10/100/3/2
CreateTree/10/100/4/2
CreateTree/10/100/5/2
CreateTree/10/100/6/2
CreateTree/10/100/7/2
CreateTree/10/100/8/2
CreateTree/10/100/9/2
CreateTree/10/100/10/1
CreateTree/01/500/1/28
CreateTree/01/500/2/7
CreateTree/01/500/3/7
CreateTree/01/500/4/7
CreateTree/01/500/5/7
CreateTree/01/500/6/7
CreateTree/01/500/7/7
CreateTree/01/500/8/7
CreateTree/01/500/9/7
CreateTree/01/500/10/7
CreateTree/02/500/1/7
CreateTree/02/500/2/7
CreateTree/02/500/3/9
CreateTree/02/500/4/7
CreateTree/02/500/5/12
CreateTree/02/500/6/19
CreateTree/02/500/7/8
CreateTree/02/500/8/7
CreateTree/02/500/9/7
CreateTree/02/500/10/8
CreateTree/03/500/1/8
CreateTree/03/500/2/7
CreateTree/03/500/3/7
CreateTree/03/500/4/7
CreateTree/03/500/5/7
CreateTree/03/500/6/7
CreateTree/03/500/7/7
CreateTree/03/500/8/7
CreateTree/03/500/9/7
CreateTree/03/500/10/7
CreateTree/04/500/1/27
CreateTree/04/500/2/7
CreateTree/04/500/3/6
CreateTree/04/500/4/6
CreateTree/04/500/5/6
CreateTree/04/500/6/6
CreateTree/04/500/7/6
CreateTree/04/500/8/6
CreateTree/04/500/9/6
CreateTree/04/500/10/14
CreateTree/05/500/1/6
CreateTree/05/500/2/5
CreateTree/05/500/3/5
CreateTree/05/500/4/6
CreateTree/05/500/5/6
CreateTree/05/500/6/5
CreateTree/05/500/7/6
CreateTree/05/500/8/6
CreateTree/05/500/9/5
CreateTree/05/500/10/6
CreateTree/06/500/1/6
CreateTree/06/500/2/5
CreateTree/06/500/3/6
CreateTree/06/500/4/5
CreateTree/06/500/5/6
CreateTree/06/500/6/6
CreateTree/06/500/7/6
CreateTree/06/500/8/6
CreateTree/06/500/9/6
CreateTree/06/500/10/5
CreateTree/07/500/1/6
CreateTree/07/500/2/6
CreateTree/07/500/3/6
CreateTree/07/500/4/6
CreateTree/07/500/5/6
CreateTree/07/500/6/6
CreateTree/07/500/7/6
CreateTree/07/500/8/6
CreateTree/07/500/9/6
CreateTree/07/500/10/5
CreateTree/08/500/1/6
CreateTree/08/500/2/6
CreateTree/08/500/3/6
CreateTree/08/500/4/6
CreateTree/08/500/5/6
CreateTree/08/500/6/6
CreateTree/08/500/7/6
CreateTree/08/500/8/5
CreateTree/08/500/9/5
CreateTree/08/500/10/6
CreateTree/09/500/1/6
CreateTree/09/500/2/5
CreateTree/09/500/3/5
CreateTree/09/500/4/5
CreateTree/09/500/5/7
CreateTree/09/500/6/5
CreateTree/09/500/7/5
CreateTree/09/500/8/5
CreateTree/09/500/9/5
CreateTree/09/500/10/6
CreateTree/10/500/1/6
CreateTree/10/500/2/5
CreateTree/10/500/3/5
CreateTree/10/500/4/5
CreateTree/10/500/5/5
CreateTree/10/500/6/5
CreateTree/10/500/7/5
CreateTree/10/500/8/6
CreateTree/10/500/9/5
CreateTree/10/500/10/5
CreateTree/01/1000/1/40
CreateTree/01/1000/2/15
CreateTree/01/1000/3/11
CreateTree/01/1000/4/11
CreateTree/01/1000/5/11
CreateTree/01/1000/6/11
CreateTree/01/1000/7/11
CreateTree/01/1000/8/11
CreateTree/01/1000/9/11
CreateTree/01/1000/10/11
CreateTree/02/1000/1/29
CreateTree/02/1000/2/14
CreateTree/02/1000/3/14
CreateTree/02/1000/4/14
CreateTree/02/1000/5/14
CreateTree/02/1000/6/14
CreateTree/02/1000/7/14
CreateTree/02/1000/8/14
CreateTree/02/1000/9/14
CreateTree/02/1000/10/14
CreateTree/03/1000/1/14
CreateTree/03/1000/2/14
CreateTree/03/1000/3/14
CreateTree/03/1000/4/14
CreateTree/03/1000/5/14
CreateTree/03/1000/6/21
CreateTree/03/1000/7/12
CreateTree/03/1000/8/27
CreateTree/03/1000/9/14
CreateTree/03/1000/10/14
CreateTree/04/1000/1/15
CreateTree/04/1000/2/15
CreateTree/04/1000/3/15
CreateTree/04/1000/4/15
CreateTree/04/1000/5/14
CreateTree/04/1000/6/15
CreateTree/04/1000/7/14
CreateTree/04/1000/8/285
CreateTree/04/1000/9/16
CreateTree/04/1000/10/12
CreateTree/05/1000/1/12
CreateTree/05/1000/2/11
CreateTree/05/1000/3/11
CreateTree/05/1000/4/11
CreateTree/05/1000/5/11
CreateTree/05/1000/6/11
CreateTree/05/1000/7/11
CreateTree/05/1000/8/12
CreateTree/05/1000/9/11
CreateTree/05/1000/10/11
CreateTree/06/1000/1/13
CreateTree/06/1000/2/11
CreateTree/06/1000/3/11
CreateTree/06/1000/4/11
CreateTree/06/1000/5/11
CreateTree/06/1000/6/11
CreateTree/06/1000/7/11
CreateTree/06/1000/8/21
CreateTree/06/1000/9/25
CreateTree/06/1000/10/11
CreateTree/07/1000/1/14
CreateTree/07/1000/2/14
CreateTree/07/1000/3/14
CreateTree/07/1000/4/14
CreateTree/07/1000/5/51
CreateTree/07/1000/6/11
CreateTree/07/1000/7/11
CreateTree/07/1000/8/11
CreateTree/07/1000/9/11
CreateTree/07/1000/10/11
CreateTree/08/1000/1/15
CreateTree/08/1000/2/14
CreateTree/08/1000/3/14
CreateTree/08/1000/4/15
CreateTree/08/1000/5/12
CreateTree/08/1000/6/11
CreateTree/08/1000/7/11
CreateTree/08/1000/8/11
CreateTree/08/1000/9/11
CreateTree/08/1000/10/11
CreateTree/09/1000/1/11
CreateTree/09/1000/2/11
CreateTree/09/1000/3/91
CreateTree/09/1000/4/11
CreateTree/09/1000/5/11
CreateTree/09/1000/6/11
CreateTree/09/1000/7/11
CreateTree/09/1000/8/11
CreateTree/09/1000/9/11
CreateTree/09/1000/10/11
CreateTree/10/1000/1/13
CreateTree/10/1000/2/11
CreateTree/10/1000/3/11
CreateTree/10/1000/4/11
CreateTree/10/1000/5/11
CreateTree/10/1000/6/11
CreateTree/10/1000/7/11
CreateTree/10/1000/8/11
CreateTree/10/1000/9/11
CreateTree/10/1000/10/11
CreateTree/01/5000/1/130
CreateTree/01/5000/2/57
CreateTree/01/5000/3/57
CreateTree/01/5000/4/57
CreateTree/01/5000/5/79
CreateTree/01/5000/6/115
CreateTree/01/5000/7/71
CreateTree/01/5000/8/72
CreateTree/01/5000/9/71
CreateTree/01/5000/10/72
CreateTree/02/5000/1/71
CreateTree/02/5000/2/71
CreateTree/02/5000/3/71
CreateTree/02/5000/4/81
CreateTree/02/5000/5/71
CreateTree/02/5000/6/71
CreateTree/02/5000/7/71
CreateTree/02/5000/8/114
CreateTree/02/5000/9/72
CreateTree/02/5000/10/71
CreateTree/03/5000/1/71
CreateTree/03/5000/2/71
CreateTree/03/5000/3/83
CreateTree/03/5000/4/71
CreateTree/03/5000/5/71
CreateTree/03/5000/6/71
CreateTree/03/5000/7/71
CreateTree/03/5000/8/77
CreateTree/03/5000/9/70
CreateTree/03/5000/10/57
CreateTree/04/5000/1/60
CreateTree/04/5000/2/57
CreateTree/04/5000/3/57
CreateTree/04/5000/4/57
CreateTree/04/5000/5/107
CreateTree/04/5000/6/95
CreateTree/04/5000/7/91
CreateTree/04/5000/8/57
CreateTree/04/5000/9/57
CreateTree/04/5000/10/57
CreateTree/05/5000/1/57
CreateTree/05/5000/2/57
CreateTree/05/5000/3/65
CreateTree/05/5000/4/72
CreateTree/05/5000/5/94
CreateTree/05/5000/6/71
CreateTree/05/5000/7/71
CreateTree/05/5000/8/59
CreateTree/05/5000/9/63
CreateTree/05/5000/10/96
CreateTree/06/5000/1/57
CreateTree/06/5000/2/57
CreateTree/06/5000/3/59
CreateTree/06/5000/4/57
CreateTree/06/5000/5/57
CreateTree/06/5000/6/57
CreateTree/06/5000/7/57
CreateTree/06/5000/8/57
CreateTree/06/5000/9/57
CreateTree/06/5000/10/57
CreateTree/07/5000/1/63
CreateTree/07/5000/2/57
CreateTree/07/5000/3/57
CreateTree/07/5000/4/57
CreateTree/07/5000/5/57
CreateTree/07/5000/6/57
CreateTree/07/5000/7/57
CreateTree/07/5000/8/64
CreateTree/07/5000/9/57
CreateTree/07/5000/10/57
CreateTree/08/5000/1/57
CreateTree/08/5000/2/57
CreateTree/08/5000/3/57
CreateTree/08/5000/4/57
CreateTree/08/5000/5/57
CreateTree/08/5000/6/57
CreateTree/08/5000/7/57
CreateTree/08/5000/8/57
CreateTree/08/5000/9/57
CreateTree/08/5000/10/57
CreateTree/09/5000/1/57
CreateTree/09/5000/2/57
CreateTree/09/5000/3/57
CreateTree/09/5000/4/57
CreateTree/09/5000/5/57
CreateTree/09/5000/6/57
CreateTree/09/5000/7/79
CreateTree/09/5000/8/57
CreateTree/09/5000/9/57
CreateTree/09/5000/10/57
CreateTree/10/5000/1/57
CreateTree/10/5000/2/57
CreateTree/10/5000/3/57
CreateTree/10/5000/4/57
CreateTree/10/5000/5/57
CreateTree/10/5000/6/122
CreateTree/10/5000/7/78
CreateTree/10/5000/8/61
CreateTree/10/5000/9/76
CreateTree/10/5000/10/57
CreateTree/01/10000/1/1086
CreateTree/01/10000/2/172
CreateTree/01/10000/3/143
CreateTree/01/10000/4/143
CreateTree/01/10000/5/147
CreateTree/01/10000/6/143
CreateTree/01/10000/7/143
CreateTree/01/10000/8/152
CreateTree/01/10000/9/143
CreateTree/01/10000/10/143
CreateTree/02/10000/1/143
CreateTree/02/10000/2/143
CreateTree/02/10000/3/152
CreateTree/02/10000/4/142
CreateTree/02/10000/5/143
CreateTree/02/10000/6/143
CreateTree/02/10000/7/143
CreateTree/02/10000/8/143
CreateTree/02/10000/9/153
CreateTree/02/10000/10/142
CreateTree/03/10000/1/143
CreateTree/03/10000/2/143
CreateTree/03/10000/3/143
CreateTree/03/10000/4/154
CreateTree/03/10000/5/143
CreateTree/03/10000/6/142
CreateTree/03/10000/7/143
CreateTree/03/10000/8/143
CreateTree/03/10000/9/143
CreateTree/03/10000/10/249
CreateTree/04/10000/1/145
CreateTree/04/10000/2/143
CreateTree/04/10000/3/208
CreateTree/04/10000/4/266
CreateTree/04/10000/5/254
CreateTree/04/10000/6/182
CreateTree/04/10000/7/163
CreateTree/04/10000/8/142
CreateTree/04/10000/9/143
CreateTree/04/10000/10/142
CreateTree/05/10000/1/143
CreateTree/05/10000/2/143
CreateTree/05/10000/3/220
CreateTree/05/10000/4/143
CreateTree/05/10000/5/143
CreateTree/05/10000/6/143
CreateTree/05/10000/7/142
CreateTree/05/10000/8/161
CreateTree/05/10000/9/143
CreateTree/05/10000/10/143
CreateTree/06/10000/1/143
CreateTree/06/10000/2/142
CreateTree/06/10000/3/151
CreateTree/06/10000/4/143
CreateTree/06/10000/5/143
CreateTree/06/10000/6/142
CreateTree/06/10000/7/143
CreateTree/06/10000/8/142
CreateTree/06/10000/9/188
CreateTree/06/10000/10/143
CreateTree/07/10000/1/181
CreateTree/07/10000/2/143
CreateTree/07/10000/3/3209
CreateTree/07/10000/4/153
CreateTree/07/10000/5/144
CreateTree/07/10000/6/142
CreateTree/07/10000/7/154
CreateTree/07/10000/8/143
CreateTree/07/10000/9/143
CreateTree/07/10000/10/142
CreateTree/08/10000/1/143
CreateTree/08/10000/2/143
CreateTree/08/10000/3/143
CreateTree/08/10000/4/143
CreateTree/08/10000/5/142
CreateTree/08/10000/6/142
CreateTree/08/10000/7/143
CreateTree/08/10000/8/160
CreateTree/08/10000/9/142
CreateTree/08/10000/10/142
CreateTree/09/10000/1/187
CreateTree/09/10000/2/143
CreateTree/09/10000/3/147
CreateTree/09/10000/4/142
CreateTree/09/10000/5/142
CreateTree/09/10000/6/142
CreateTree/09/10000/7/143
CreateTree/09/10000/8/143
CreateTree/09/10000/9/147
CreateTree/09/10000/10/143
CreateTree/10/10000/1/142
CreateTree/10/10000/2/143
CreateTree/10/10000/3/142
CreateTree/10/10000/4/159
CreateTree/10/10000/5/143
CreateTree/10/10000/6/143
CreateTree/10/10000/7/143
CreateTree/10/10000/8/203
CreateTree/10/10000/9/176
CreateTree/10/10000/10/204
CreateTree/01/50000/1/1629
CreateTree/01/50000/2/1376
CreateTree/01/50000/3/1332
CreateTree/01/50000/4/1719
CreateTree/01/50000/5/1400
CreateTree/01/50000/6/1034
CreateTree/01/50000/7/1061
CreateTree/01/50000/8/1961
CreateTree/01/50000/9/1161
CreateTree/01/50000/10/1041
CreateTree/02/50000/1/1068
CreateTree/02/50000/2/1070
CreateTree/02/50000/3/4322
CreateTree/02/50000/4/1885
CreateTree/02/50000/5/1300
CreateTree/02/50000/6/1555
CreateTree/02/50000/7/1339
CreateTree/02/50000/8/1269
CreateTree/02/50000/9/1156
CreateTree/02/50000/10/1081
CreateTree/03/50000/1/3260
CreateTree/03/50000/2/1337
CreateTree/03/50000/3/1279
CreateTree/03/50000/4/1489
CreateTree/03/50000/5/1372
CreateTree/03/50000/6/1085
CreateTree/03/50000/7/1061
CreateTree/03/50000/8/1088
CreateTree/03/50000/9/1084
CreateTree/03/50000/10/4760
CreateTree/04/50000/1/1193
CreateTree/04/50000/2/1586
CreateTree/04/50000/3/1731
CreateTree/04/50000/4/1675
CreateTree/04/50000/5/1240
CreateTree/04/50000/6/1454
CreateTree/04/50000/7/1490
CreateTree/04/50000/8/2150
CreateTree/04/50000/9/1764
CreateTree/04/50000/10/1394
CreateTree/05/50000/1/1179
CreateTree/05/50000/2/1340
CreateTree/05/50000/3/1280
CreateTree/05/50000/4/1318
CreateTree/05/50000/5/1547
CreateTree/05/50000/6/3158
CreateTree/05/50000/7/1643
CreateTree/05/50000/8/1962
CreateTree/05/50000/9/1444
CreateTree/05/50000/10/1287
CreateTree/06/50000/1/1239
CreateTree/06/50000/2/1373
CreateTree/06/50000/3/1586
CreateTree/06/50000/4/3681
CreateTree/06/50000/5/1472
CreateTree/06/50000/6/1379
CreateTree/06/50000/7/1281
CreateTree/06/50000/8/1281
CreateTree/06/50000/9/1300
CreateTree/06/50000/10/1172
CreateTree/07/50000/1/1377
CreateTree/07/50000/2/1216
CreateTree/07/50000/3/1318
CreateTree/07/50000/4/3797
CreateTree/07/50000/5/1618
CreateTree/07/50000/6/1166
CreateTree/07/50000/7/1319
CreateTree/07/50000/8/1189
CreateTree/07/50000/9/1615
CreateTree/07/50000/10/1078
CreateTree/08/50000/1/1094
CreateTree/08/50000/2/2913
CreateTree/08/50000/3/2813
CreateTree/08/50000/4/1096
CreateTree/08/50000/5/1090
CreateTree/08/50000/6/1027
CreateTree/08/50000/7/1082
CreateTree/08/50000/8/1396
CreateTree/08/50000/9/1082
CreateTree/08/50000/10/1073
CreateTree/09/50000/1/3569
CreateTree/09/50000/2/1452
CreateTree/09/50000/3/1307
CreateTree/09/50000/4/1096
CreateTree/09/50000/5/1224
CreateTree/09/50000/6/1522
CreateTree/09/50000/7/1207
CreateTree/09/50000/8/1078
CreateTree/09/50000/9/5976
CreateTree/09/50000/10/1270
CreateTree/10/50000/1/1327
CreateTree/10/50000/2/1366
CreateTree/10/50000/3/1790
CreateTree/10/50000/4/1515
CreateTree/10/50000/5/1340
CreateTree/10/50000/6/1391
CreateTree/10/50000/7/3211
CreateTree/10/50000/8/1524
CreateTree/10/50000/9/1485
CreateTree/10/50000/10/1328
CreateTree/01/100000/1/2649
CreateTree/01/100000/2/2555
CreateTree/01/100000/3/4302
CreateTree/01/100000/4/2109
CreateTree/01/100000/5/2496
CreateTree/01/100000/6/2246
CreateTree/01/100000/7/2108
CreateTree/01/100000/8/3474
CreateTree/01/100000/9/3192
CreateTree/01/100000/10/2574
CreateTree/02/100000/1/2491
CreateTree/02/100000/2/2509
CreateTree/02/100000/3/3972
CreateTree/02/100000/4/2571
CreateTree/02/100000/5/2666
CreateTree/02/100000/6/2453
CreateTree/02/100000/7/2427
CreateTree/02/100000/8/3334
CreateTree/02/100000/9/2386
CreateTree/02/100000/10/2213
CreateTree/03/100000/1/2188
CreateTree/03/100000/2/2077
CreateTree/03/100000/3/2513
CreateTree/03/100000/4/3396
CreateTree/03/100000/5/2210
CreateTree/03/100000/6/2323
CreateTree/03/100000/7/2155
CreateTree/03/100000/8/2488
CreateTree/03/100000/9/2673
CreateTree/03/100000/10/3025
CreateTree/04/100000/1/2759
CreateTree/04/100000/2/2087
CreateTree/04/100000/3/2115
CreateTree/04/100000/4/2700
CreateTree/04/100000/5/2914
CreateTree/04/100000/6/2266
CreateTree/04/100000/7/2268
CreateTree/04/100000/8/2465
CreateTree/04/100000/9/2275
CreateTree/04/100000/10/2253
CreateTree/05/100000/1/3057
CreateTree/05/100000/2/2473
CreateTree/05/100000/3/2043
CreateTree/05/100000/4/2041
CreateTree/05/100000/5/2342
CreateTree/05/100000/6/2097
CreateTree/05/100000/7/2767
CreateTree/05/100000/8/2117
CreateTree/05/100000/9/2036
CreateTree/05/100000/10/1992
CreateTree/06/100000/1/2826
CreateTree/06/100000/2/2480
CreateTree/06/100000/3/3013
CreateTree/06/100000/4/2301
CreateTree/06/100000/5/2306
CreateTree/06/100000/6/2230
CreateTree/06/100000/7/2009
CreateTree/06/100000/8/2274
CreateTree/06/100000/9/3707
CreateTree/06/100000/10/2291
CreateTree/07/100000/1/2227
CreateTree/07/100000/2/2423
CreateTree/07/100000/3/2423
CreateTree/07/100000/4/2646
CreateTree/07/100000/5/2753
CreateTree/07/100000/6/2463
CreateTree/07/100000/7/2388
CreateTree/07/100000/8/2352
CreateTree/07/100000/9/2450
CreateTree/07/100000/10/2346
CreateTree/08/100000/1/2648
CreateTree/08/100000/2/2691
CreateTree/08/100000/3/2026
CreateTree/08/100000/4/1992
CreateTree/08/100000/5/2004
CreateTree/08/100000/6/2479
CreateTree/08/100000/7/2468
CreateTree/08/100000/8/2044
CreateTree/08/100000/9/2105
CreateTree/08/100000/10/2050
CreateTree/09/100000/1/2065
CreateTree/09/100000/2/2140
CreateTree/09/100000/3/2450
CreateTree/09/100000/4/2066
CreateTree/09/100000/5/2064
CreateTree/09/100000/6/1994
CreateTree/09/100000/7/2023
CreateTree/09/100000/8/1989
CreateTree/09/100000/9/2742
CreateTree/09/100000/10/3021
CreateTree/10/100000/1/2020
CreateTree/10/100000/2/2101
CreateTree/10/100000/3/2029
CreateTree/10/100000/4/1986
CreateTree/10/100000/5/2229
CreateTree/10/100000/6/2530
CreateTree/10/100000/7/2300
CreateTree/10/100000/8/2791
CreateTree/10/100000/9/2191
CreateTree/10/100000/10/2130
CreateTree/01/500000/1/12468
CreateTree/01/500000/2/12988
CreateTree/01/500000/3/12812
CreateTree/01/500000/4/11523
CreateTree/01/500000/5/13007
CreateTree/01/500000/6/12820
CreateTree/01/500000/7/12194
CreateTree/01/500000/8/11691
CreateTree/01/500000/9/12294
CreateTree/01/500000/10/12833
CreateTree/02/500000/1/11940
CreateTree/02/500000/2/11558
CreateTree/02/500000/3/13448
CreateTree/02/500000/4/12338
CreateTree/02/500000/5/12124
CreateTree/02/500000/6/12278
CreateTree/02/500000/7/12074
CreateTree/02/500000/8/12499
CreateTree/02/500000/9/12122
CreateTree/02/500000/10/11952
CreateTree/03/500000/1/11963
CreateTree/03/500000/2/11957
CreateTree/03/500000/3/12574
CreateTree/03/500000/4/12341
CreateTree/03/500000/5/12939
CreateTree/03/500000/6/11730
CreateTree/03/500000/7/12822
CreateTree/03/500000/8/12097
CreateTree/03/500000/9/12854
CreateTree/03/500000/10/11751
CreateTree/04/500000/1/13129
CreateTree/04/500000/2/12099
CreateTree/04/500000/3/11866
CreateTree/04/500000/4/13130
CreateTree/04/500000/5/11892
CreateTree/04/500000/6/12566
CreateTree/04/500000/7/12151
CreateTree/04/500000/8/11568
CreateTree/04/500000/9/13066
CreateTree/04/500000/10/11927
CreateTree/05/500000/1/12501
CreateTree/05/500000/2/11969
CreateTree/05/500000/3/12106
CreateTree/05/500000/4/12889
CreateTree/05/500000/5/11658
CreateTree/05/500000/6/11602
CreateTree/05/500000/7/12432
CreateTree/05/500000/8/11830
CreateTree/05/500000/9/12767
CreateTree/05/500000/10/11514
CreateTree/06/500000/1/11448
CreateTree/06/500000/2/13039
CreateTree/06/500000/3/11589
CreateTree/06/500000/4/11632
CreateTree/06/500000/5/12147
CreateTree/06/500000/6/12055
CreateTree/06/500000/7/11551
CreateTree/06/500000/8/13049
CreateTree/06/500000/9/12847
CreateTree/06/500000/10/12654
CreateTree/07/500000/1/12629
CreateTree/07/500000/2/11903
CreateTree/07/500000/3/12167
CreateTree/07/500000/4/12560
CreateTree/07/500000/5/13206
CreateTree/07/500000/6/11650
CreateTree/07/500000/7/13295
CreateTree/07/500000/8/11559
CreateTree/07/500000/9/11655
CreateTree/07/500000/10/12449
CreateTree/08/500000/1/11709
CreateTree/08/500000/2/12140
CreateTree/08/500000/3/12683
CreateTree/08/500000/4/12035
CreateTree/08/500000/5/11400
CreateTree/08/500000/6/11534
CreateTree/08/500000/7/11636
CreateTree/08/500000/8/11475
CreateTree/08/500000/9/11595
CreateTree/08/500000/10/11756
CreateTree/09/500000/1/11320
CreateTree/09/500000/2/12785
CreateTree/09/500000/3/17181
CreateTree/09/500000/4/14021
CreateTree/09/500000/5/13490
CreateTree/09/500000/6/13851
CreateTree/09/500000/7/14070
CreateTree/09/500000/8/11933
CreateTree/09/500000/9/13062
CreateTree/09/500000/10/12103
CreateTree/10/500000/1/13046
CreateTree/10/500000/2/14572
CreateTree/10/500000/3/12959
CreateTree/10/500000/4/11554
CreateTree/10/500000/5/12662
CreateTree/10/500000/6/12889
CreateTree/10/500000/7/11912
CreateTree/10/500000/8/11715
CreateTree/10/500000/9/11511
CreateTree/10/500000/10/11681
CreateTree/01/1000000/1/25730
CreateTree/01/1000000/2/24413
CreateTree/01/1000000/3/24064
CreateTree/01/1000000/4/25000
CreateTree/01/1000000/5/26182
CreateTree/01/1000000/6/27849
CreateTree/01/1000000/7/28690
CreateTree/01/1000000/8/33144
CreateTree/01/1000000/9/27083
CreateTree/01/1000000/10/29171
CreateTree/02/1000000/1/28365
CreateTree/02/1000000/2/25834
CreateTree/02/1000000/3/27711
CreateTree/02/1000000/4/25504
CreateTree/02/1000000/5/30458
CreateTree/02/1000000/6/27944
CreateTree/02/1000000/7/33253
CreateTree/02/1000000/8/66497
CreateTree/02/1000000/9/40169
CreateTree/02/1000000/10/38436
CreateTree/03/1000000/1/38510
CreateTree/03/1000000/2/206608
CreateTree/03/1000000/3/37184
CreateTree/03/1000000/4/30613
CreateTree/03/1000000/5/30182
CreateTree/03/1000000/6/34920
CreateTree/03/1000000/7/29503
CreateTree/03/1000000/8/38819
CreateTree/03/1000000/9/130440
CreateTree/03/1000000/10/42066
CreateTree/04/1000000/1/57632
CreateTree/04/1000000/2/55526
CreateTree/04/1000000/3/56937
CreateTree/04/1000000/4/94314
CreateTree/04/1000000/5/37283
CreateTree/04/1000000/6/391705
CreateTree/04/1000000/7/418654
CreateTree/04/1000000/8/75578
CreateTree/04/1000000/9/62496
CreateTree/04/1000000/10/34840
CreateTree/05/1000000/1/37686
CreateTree/05/1000000/2/50542
CreateTree/05/1000000/3/39886
CreateTree/05/1000000/4/44130
CreateTree/05/1000000/5/55499
CreateTree/05/1000000/6/42782
CreateTree/05/1000000/7/31225
CreateTree/05/1000000/8/46032
CreateTree/05/1000000/9/49112
CreateTree/05/1000000/10/30824
CreateTree/06/1000000/1/26329
CreateTree/06/1000000/2/28357
CreateTree/06/1000000/3/25743
CreateTree/06/1000000/4/27911
CreateTree/06/1000000/5/28898
CreateTree/06/1000000/6/27274
CreateTree/06/1000000/7/27501
CreateTree/06/1000000/8/30388
CreateTree/06/1000000/9/28320
CreateTree/06/1000000/10/25656
CreateTree/07/1000000/1/26555
CreateTree/07/1000000/2/26493
CreateTree/07/1000000/3/32476
CreateTree/07/1000000/4/29579
CreateTree/07/1000000/5/30194
CreateTree/07/1000000/6/28072
CreateTree/07/1000000/7/30163
CreateTree/07/1000000/8/32595
CreateTree/07/1000000/9/29885
CreateTree/07/1000000/10/31310
CreateTree/08/1000000/1/29258
CreateTree/08/1000000/2/31206
CreateTree/08/1000000/3/28970
CreateTree/08/1000000/4/33030
CreateTree/08/1000000/5/29269
CreateTree/08/1000000/6/34748
CreateTree/08/1000000/7/203547
CreateTree/08/1000000/8/54429
CreateTree/08/1000000/9/32873
CreateTree/08/1000000/10/29629
CreateTree/09/1000000/1/29402
CreateTree/09/1000000/2/28352
CreateTree/09/1000000/3/29311
CreateTree/09/1000000/4/28139
CreateTree/09/1000000/5/28253
CreateTree/09/1000000/6/28553
CreateTree/09/1000000/7/26752
CreateTree/09/1000000/8/29340
CreateTree/09/1000000/9/25226
CreateTree/09/1000000/10/26823
CreateTree/10/1000000/1/25515
CreateTree/10/1000000/2/26025
CreateTree/10/1000000/3/27699
CreateTree/10/1000000/4/24355
CreateTree/10/1000000/5/23296
CreateTree/10/1000000/6/28358
CreateTree/10/1000000/7/23698
CreateTree/10/1000000/8/24944
CreateTree/10/1000000/9/28609
CreateTree/10/1000000/10/28411
CreateTree/01/5000000/1/131166
CreateTree/01/5000000/2/142531
CreateTree/01/5000000/3/145716
CreateTree/01/5000000/4/140380
CreateTree/01/5000000/5/136735
CreateTree/01/5000000/6/140492
CreateTree/01/5000000/7/143979
CreateTree/01/5000000/8/151093
CreateTree/01/5000000/9/145241
